listing_id,conflict_fields,source_count
8341c50f84d216c326ca67baa0c34270bb343515,,1
12674c973a863af262a3b740d4bd8f3e94b04a0d,,1
149be70c90296f9913823a5f0127fdbe70be94ba,,1
8801950abf1cb68f00656e099b79440573401201,,1
c29449cee25d0a86f7f0acf93e1a1a01cc2cc339,,1
967e5a2b72108fe32add589961d2b1b970bdfcd4,,1
97c4423a85368363cccbb97b6987ab87454b842d,building_status,2
cfee5626ca88b532073b577151b1c6266a13b94c,,1
4f480e6ad4b9c00af767bfc905fa7d8cbfb6f844,,1
43c36a630466b962e6ddb25b8bc6773708045721,,1
d1237148ca55f84722c2714a05e0ed55b966c463,,1
8c44c3137c6a5e3225755c2727541adeca8450ce,,1
edccf8d99e826ac37aa4a45eec375394a57f7a9b,,1
cfee5626ca88b532073b577151b1c6266a13b94c,,1
9acdb718bcdf2e748b1ee5a05ff5cb3fce7d5ea4,,1
d17e914639d5ae8871d5d6c66faaf3476fb831b3,,1
e81867ac14b789257a3ed6cc85c5a5e3fa63e795,building_status,3
f8c07b1c05d0a32303d87d5bc7aacf7a413af064,,1
7e34d7ec0a965224692800861ab8e98e03527d51,,1
88b25204f1051ea0f01fe03908a157b79b4cedc7,,1
e2cb2b874ca0bff35f4cb1de482a9e66e27f79ad,building_status,2
04d3d1f4a1ddea3b98e1a86c11377f0b7abee5d1,,1
285c1556a61136429e5c92b55dc1a9387d984698,,1
1897a3dd1ee6be5c65d6c209819c284e0b25a073,,1
7ee3d283e5085a55f10b15bba63f2675e4b8e0ac,,1
539713c1ffab381896e216923e90e40f819e968e,,1
c7bdf6d47cc5ec153a41511fb6f6652be231692a,,1
04d3d1f4a1ddea3b98e1a86c11377f0b7abee5d1,,1
af43c26812b69910cc49489f73c13298e1b7440a,,1
2f0985325b1bb854d82b30c8abd2080eb4a51487,,1
35b1056c7d04911b93ab005539ee873e95581738,,1
12fbb0b421854dc888014d7a042d27380e9b0b24,,1
b18cf7152afb23e0f54fadc862373808d8bb2804,building_status,3
715ef93ee9ca997e50c636ad26e62845ecee5936,,1
621c719491d03473117822bcc41e6832a1f7340f,,1
539713c1ffab381896e216923e90e40f819e968e,,1
539713c1ffab381896e216923e90e40f819e968e,,1
ec852487c16a3c3f82363adad1ecad76fa37df23,,1
e40cf7a887aefc772f0773cb7003292cbe15c586,,1
826546eb0eb5bf7f0c3cece7ec6e7a5fc9ca7199,,1
fec9bff81646f9f33ac0956b4c4bd33a7cd7616e,,1
77b81c5edf97da8fea4676fd6ff299157158f95b,,1
4d7a469f24378b4d146fe87f27f552da3b630f01,,1
312a1aa933fad8daae2ec2f0c292e872f1d5433c,,1
03980c278469191bcae5d494f46922d4dcfe0f75,,1
bba387e9ddac6f76dac901fdde8c1feef979999b,,1
b1c7aee8e9a3dab8dfce84765ba75b38249b59d7,,1
84535eb24b58fd040909a0ca2812c5684273da0f,,1
2f0985325b1bb854d82b30c8abd2080eb4a51487,,2
4846193ec291fcc874f112327255b11c95244cd0,,1
539713c1ffab381896e216923e90e40f819e968e,,1
9c4f09eaa8c664d6bd60320ea7449efa346e0118,,1
3708517e8c487e76df368e68276114c1131dee9c,,1
fad730eee616583dbebcba5687bbd896088d851d,,1
317898f6462cfb8071da80de755e7cea9bb551c3,,1
4d7a469f24378b4d146fe87f27f552da3b630f01,,1
2ed1fa1704a462e115590eb75b7dbd415513c6a0,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
4f0b007462675aabc91089b9d26ff12b8293cd00,,1
3b0babd703c7a73ae308b88be852817698a22f19,,1
3b0babd703c7a73ae308b88be852817698a22f19,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
dd4b9c4fb00c9ed099ce69de0d538b0779dbcb89,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
238b5ac3d9cfa4a17891e8be095dbd72dbecf8eb,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
aaef8932766366695c771eae10ec29f4688ee21a,room_number,2
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
dd4b9c4fb00c9ed099ce69de0d538b0779dbcb89,,1
50281112b648a656eed77ec8ceb07abec00becac,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
3b0babd703c7a73ae308b88be852817698a22f19,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
3b0babd703c7a73ae308b88be852817698a22f19,,1
3b0babd703c7a73ae308b88be852817698a22f19,,1
3b0babd703c7a73ae308b88be852817698a22f19,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
9cf2a765ac9af2ea932d6c73720ca40d702500cc,,1
42732ff30c7358c2d8a31ba6e3d30a59a4302b33,,1
7008a058a2a95f03269a9ca3a44528f19709448a,building_status,2
3b0babd703c7a73ae308b88be852817698a22f19,,1
3b0babd703c7a73ae308b88be852817698a22f19,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
2cd5cc265323e072781fcee41c0620a75c69e363,,1
bfebdae36121e08492c85cae997df47503f1a618,,1
f56c6fa5c379875466e04addb62cbd078b28b37a,price,2
5d33ce1708b6f0f0edb7b96ec719fb107119fc12,price,2
1b4033f68690ec0f6b0416f18769744cb2ac6da1,,1
26cee009ec89d401cc96afff5b9364e6654c5a87,,1
bfebdae36121e08492c85cae997df47503f1a618,,1
9aeb29d3589c7ad68badd878bba121c3d960970e,,1
bcb695acbed894f7e7313b17c1017c6a1ce0fb3f,,1
bc28c9d4507d47564cc6a8ee2bc71e1a37887b27,,1
57f8e17a618a5581a63cbd6c3bc7097a145305aa,,1
1ee8d60e80daa5160e87f68bf2daa5b19ced1c29,,1
435fb6407c50605c05b6502f54ca0486a3b2d01b,,1
42835169bd9bba0c2cdb46a5c7d96f448493156b,,1
41aa11252aef96586ff611c0cd4a842ace49cd70,,1
d02404c25762618d91b4414dc487aaafb9a4ed85,room_number,2
7a7ab8a0dd39ab18a8972d47263260323ee210e2,,1
48dc2e1f156bf8d731433fb671f9556f441b86c9,,1
3ec94ca7d4426f0c6faf566877331f0491e98cc1,,1
75a8b7ceec7e26c96bc5e4b43e79d28ef0baae17,,1
87c02aaef832c641e0a04b52106d46a51bb4a895,,1
dcd206001039e9f1a5ff03b54038c450342c3586,,1
3a34fe181e7b45ba7b7f6caa871b2e98f65bab23,,2
306f9b7241b43c17aec54437c206a7ad00133c52,,1
760f969275331b2d44e3ddcb2bee406fed7ab4ce,,1
a86fcb087b85b41ce3be3d77d2c04e67be026e1c,,1
006059adfd08920fadb7dd2d2aa5065f45e8c614,,1
401efb918aaa065e7dfc438deef93838000fc870,,1
42263c28826a73e7602beac66dfb2ecd3f56e4b5,,1
76b7d87d7d92082a46a8f1ecd834f5e2a9b3553e,,1
76b7d87d7d92082a46a8f1ecd834f5e2a9b3553e,,1
522b6ffc6fb2ebf1c8a9358153e17085ad346973,,1
a98d2bb749e303a84756a210364cb5f29f6e228d,,1
b59272553ecc5a2650d77c63d95314175ecd063c,,1
47470bd1bce6e09c8cdd9f79c26ad2a4418e46c6,,1
ff9dec96944543f894c90ff8327455012166b310,,1
2f048eddb41a7152ad4fef5f9c433375cc424684,,1
b78766ae175c4fae0958bd155452951ad40be416,,1
d0921f170bbb6fbbea3630aa424ad950b6c8d75a,,1
d17e914639d5ae8871d5d6c66faaf3476fb831b3,,1
bab595ec98bd9ffdffb905445b3d4c8bcb2c4c50,,1
3153f6b44e964641137da0da7d908032eb8c715d,,1
401efb918aaa065e7dfc438deef93838000fc870,,1
522b6ffc6fb2ebf1c8a9358153e17085ad346973,,1
e2fff8ab22c7065f6030f8e8f321ca92ffc9ea76,,1
0e6213d7aa09804d30464d9582f9ce4f42dba540,,1
b5d1697113a43444b08e01911290b093cc80c1ff,,1
030669358b952c8519b1bb1a60d709830259ed07,,1
bcb695acbed894f7e7313b17c1017c6a1ce0fb3f,,1
918c8b2e0b0954f4cbe6451758d6415aa17824a5,,1
bf043470cb5d0d0dcd04ba70cb552f4e9d1ff3fb,,1
5ca1e01dcf4a06a40149cc1e6f1f00bb0d2799fd,,1
f1ebcaa008534ab8215658188cc416ffd1284f2c,,1
d78bb3d3e22da5c60dbcec559223e9fd3d1dab74,,1
a979078df05b14762fe9c01cad3c269124582e75,,1
b54fc2fd805e8adb8e9dfbe90acd858484362d48,,1
e43b5be9356c64b76fd4e8b8d123b348edff53ac,,1
9cecf9516563ef466217fc345ff3e06108c270e5,,1
3035665def0782730031bea4f844ffcda67571af,,1
e582c2fcd93fee1684120c0ad12e7c3dc3e33eac,,1
499daea082eb3c6ca96f1a5d8451ffa950e55e80,,1
b79742febf2f0c44abee91c8aa8e20870554ba3b,,1
8045c53b93d533f2b377a48acaee482680f5498b,"size_m2,price,room_number",2
52279ee4f148ca6304e33527c66d1ef63868fb69,,1
a978735a7130b12aacbd6a13fed5e5ed2392da49,,1
3691fbeb28336ab763d95e49fc84fb3b33cc7b7e,,1
6bf3a706d6822bea0180dbede8ad02cd01c146d5,,1
07c5fca5552798d1a4ee9f588f3ab87af258ed13,,1
ceed0689319c7aa9663692515850876a4dbc56d1,,1
1beb23b93e232871ea0be494715ae9f3355176d1,,1
3329b154f5dbe0e825809a749f41b424ace9414d,,1
6cbfb1b274ca0a676cf751f674448f718e7db6f6,,1
cc126751ce0a2de7d79f838f8debceef786f0736,,1
ee999d4a8aa0e645ac71a56bd6786b66ae55ce0f,,1
f54cd40e99437332ffa857e759d70236a94f7874,,1
72ef66299fbab598563639af4cb9b88a803d10b8,,1
85199e6fccce16c711c1cdda95a9ae079b77980b,,1
a7956a13b89f87cd97324518d7463c0d3185af86,,1
7f1bc266f1b8635f55e086db65a592a6c1273641,,1
c78af18c7dd34d57572a379a3f37c5023a8abf6e,,1
8d0461c682029aa5134d0f1f4e16233e74922987,,1
ac427c420b13f317777b9a59e7aabb68d70e5e2a,,1
08726bf73f35fec9e4e53b99dd5a86ba52f69d54,,1
09981e04c3688beeb87d838ea5f516b6bbc6ba9c,,1
cc5868d6360ee977f4775c4bf20545eac8a53474,,1
4b96f3abdb83291ece6420f333c8d92ca1bfaecd,,1
a7bebf3f6e0b137355a43feb434e710f8cdc321d,,1
dcb2f982f9c96fa2447c85eac156aac62125b4cd,,1
4a2e2bebb349c2309e77f7fcbf6c5b11f2aa211c,,1
749ba45941d90b976ec2060b42ec5526fd88e704,,1
fd61cb09b707c76ffe27c61d8b4ecae0a99d7004,,1
247a916d5550ddd6be7279a43ed2fbe492d3d838,,1
2abd6a6820edf757df609b5f18bfe5e09191a755,,1
655067be4ec85403d0bf860634a8a1bd466d03f2,,1
45a50fd8337446787d26c5a65e234f243b2231fc,,2
054d7942e70dca1b4f130f73dc58003edff96d26,building_status,2
f9824a96ac29191464370c946684bacf7b04a44e,,1
1d7eb1470bb122b7d41e5997c412adc009d5e95c,"price,building_status",3
deee99c76019cdf5284717f9f7c5efba2f78f189,,3
264de53a8b5e6bb7898c5aa20daf1bda08a496ad,,1
e6967a0d48294801cfd26329861cf7fe649ddf41,"size_m2,price,room_number,building_status",6
faa65fa4c23027de0784a891f973a6ae2d305922,,1
41009a63e0b088c6788c15db432ebd32868f5c8a,price,4
38d42ef3495b1f3c360859d7d4a993023b59a5f2,price,2
0319af8ca1030e459b80b8f1623b1d11535ee0f8,,1
e2c82c79f711722aac59900b947dd463569105ba,,1
5cbc7da63e38e93f26b7fb8f091140a345ea4f6f,,1
1abe4f6c58b66bbec64ab2ab80ecba3c28ca550e,,1
d0845df134c723aa75ef7de0cfadefc9d8176148,,1
372fc46fbdd90b8d6bb424998ea8924dfffb8bf4,,1
ec5826a3f61c18c1c89e1040348fd66090d0b4f5,,1
d93dc0d304c194331a1825d1a501a79154bb339c,,1
2f0985325b1bb854d82b30c8abd2080eb4a51487,,1
961459aae87bbf1d757086f99d0cbe25b9cf65f2,,1
9f3c965eaa40baf4064888bd023075bafad6c5e5,"room_number,building_status",2
ac41c42541815aa84268703ac8992e10dde40450,,1
621c719491d03473117822bcc41e6832a1f7340f,,1
11355ca8371ccad0404918312eae44dd1453f57d,,1
c005d356bfb4ffd3d886219ea423de507ad2695d,,1
d8e537ac86017c07b979c15511f3ef57aa71c382,,1
97504d5366884a5e670995df6250833e05c583fa,,1
37b76a2907879dc221cbba65224f72b89144bdd2,,1
715ef93ee9ca997e50c636ad26e62845ecee5936,,1
8e74722159a969f69baa8238781acdfe979471af,,1
7b52651c96743afab1f2f167b6ddfce21059fb47,,1
716462f8ed4a00607a831a6fb86248ea41ec6a71,"price,building_status",3
e015c603cdea5e138d1cd6b0b496e3220a550f74,price,2
bba387e9ddac6f76dac901fdde8c1feef979999b,,1
8c801cd14e99b929ee3ba22d91b867706d0659b6,,1
25d02eb457f4c5c8f0f06feb689f741f51fec8ee,,1
4997509af03edcd3c3ab6b8bb7b5587ea0c3a1c0,,1
279368d2b2b4431944df21613d1e4698006f1429,,1
e40cf7a887aefc772f0773cb7003292cbe15c586,,1
4519150e2227d47c3c12d494cce631629e191b31,,1
fec9bff81646f9f33ac0956b4c4bd33a7cd7616e,,1
ee824b009fae1ae0519641ea7d5c63cf4e04f3a6,,2
6fa7c26fb293c34eddfa7fd17b85c8d5733019aa,,1
987435ce01019b8887778dfddb2869992fd904eb,,1
3cb38c08886be1988b874196332cce17b00acc84,,1
0150e34f3c70dff0e85d028e9bd9338347bc1a65,,2
8277df6d160b371215a80b4f44d4dc83dad5f1ed,,1
80eb6ba07057e0c11c199ca20b6b2a67a9bbb5bc,,1
bab7e9a428410f566388b4305e3c133999d168d1,,1
683ca80cbb590bbba0de01341732c05790be784b,,3
37acb4d25f6eca095018fb2089906a8421d5252c,"price,building_status",2
61462a133a660a2d64ec301b3956fa7ac66b641a,,1
434fb27dd8d512d97a64726d5dcdea39dcfd2725,,1
2ab7c9956b3f20d969ea7aab595e9239a797f9c3,building_status,3
945b8852c78229ab08c0ef3f99d91655d6eed063,"price,room_number",2
e208090da5321be1228ba2a8f125bff17d5e1b4f,"price,building_status",2
c783beed0122210bc3cc06bff7db92ed05e25f7d,room_number,2
b545ef337865d1ed21fef7fd09084712040e937c,"size_m2,price,room_number",4
f84e3fd84bb7cc60381b9609f419a62d6227ea56,,1
8d3f4c0923ee835eef09dc98acd8240ee38782c8,price,2
95fa56ef39155116a0cd92bc7da38d2c656061d5,,1
aaac473b2289c0aefde974ba30cd335953401524,,1
2955e6f812996c35b7ddbbbb7ba0a3ae34e6f2bc,,1
3fa568ddfd3ce08de0d0fbcdae5b921bc6a74a8b,,1
c006bc4e6c0f1663d84ace357f54445e5cc428d3,,1
16ec431c9665767e39727b8e1b23e6bd46a46aef,,1
255db9b74baaccccfeecd3e8275a39e51213ae5c,,3
65b8f34879f8948424d7c913c93f090c5f6bf000,,1
e39f1bf8f4aec5a6d5df9e761fc04ec9b5b512ff,,2
50cdc9a80ff3014ee6f3e23d944c18c085b79a5b,,1
fd268587ea2660f6203b268f3a37ea69188166d1,,1
03f644d85320528cb452a47b37cdcfca4f1d4a6e,,1
b366bb1ea2476858db0ec4cb26f90eaf955031df,,1
560d0c88eef596d6215d5d3ecdef2ed712479102,,1
c1b0bcc4a1e59dc197ec3f16b8a5854c6f42a8eb,,1
c90cd64039c2ae408120abd5ff7ccb8a9187272f,,1
ae3706a9cfc8b1abe2b5091f94d7218e009d79c1,,1
7ce3ddfb7d98eda52f63f434949404a2044d560e,,1
426df0ccc087b4241c5174ce4521e8ab9b394ed6,,1
46ccce8c0ae1820891869ab96b0139856d897e85,,1
5cb6ace10358ef7cc9ffdae6ee1a84fca761e3fd,,1
f5317996fe3eedc9297f3a0a5e933d257cd2fa34,,1
74fdb1d0962527787924999bcfa5848927144ebf,,1
fe1f71c49ecc664997bff5342bdc84f1a465de12,,1
3dca1d2435aee5793a475a488c36cc74dd517772,,1
1dc65a83ed1adc51f3d59362bbce6815fb34d5ee,,2
255eeb55923e75c64dc35a862ef78d0f0acc6d13,,1
2e437747c8a7d5af0434d42b9f2d084daee79f8b,,1
2b5afc9465b11985774d02aa155e33b9c8708e19,,1
84583356bf0f5cec3680346774952604c4f2c82e,,1
86f1d9bb618106c09f60fb79a4c030ff9c1f95f5,,1
a3d432274776499b8ff3652eb1df4f268dd22e35,"price,building_status",2
9c4f6affe77480c065f1d3038119eb59ab00aee9,,1
fca3fa860a46dfc33476ea82def2d6314b207b11,,1
8eb34c04b20f259cbc90ff9d6f1415ad6f333f2f,,1
182c9f459e773afb9fb50e5db402719b69b37a72,,1
22116d9a8f8937516d2b8294692140bb370eb69f,,1
43eb475e7a9f36fca34edf5b603e5199b83b18c7,,1
40825fb0ffd085dc18fcb53a2a6c969454669ce1,,2
88e2649783e18ad864b316e6df20ff8152d326ef,,1
975486e91849604aaf8e74ca46ed855f3da45298,building_status,2
987b397a9ce4199f26d2e943bb0b60f19aeac589,,1
97029f573c91375551ad571b19baa3e9f0ecf9a4,"price,room_number,building_status",2
5ac622a3592c04f3f49090920a683a7ab1d89af4,"price,room_number,building_status",10
01908567e6ba387918c75b06e8eb1da55b1f9e7f,"price,building_status",4
ee05bc74c290f732877199646fb8591a8ea05bd3,"size_m2,price,room_number",9
d5331294086cc26c6f489e2dba1bb0f20021d2fb,,1
86cdd9f409fe5ac8b60f8f5d85c40ef9c1ae5db4,,1
3eeaae5b59170e0e4fa565fc48088faa95be1301,,1
19aa09829002e46a0e9c916c3318d7e5cfc7d0bb,,1
f3c13e6807a8f3feff55c004162ffe5f934004d2,,1
415900386d0e4f7fe85aa0a368979facba03adc4,,1
9e872e3a95e8f81cbf7289eab872f845490eb92f,,1
8a3544931cceedf6d2b67e8a7e5cee6385b62e18,,1
5fbb8614d5b6e4004c57769b8dad46341fa91c4b,,1
a93afefa2e158a590b57ac9e8410e4213b96d2cd,,1
0bff03249e4daeac5c11d7d1996465fae16c2d7f,,4
fce0ab082f7973ab76451e30dfb6de57d725c2d7,,1
d86ec8c2941ab922a7227d2fc45875f36699c50a,,1
80d846dd083913342827f75b097ffa58d524864f,,1
988b74a413dc6f88329ffef059bd0bcd5e1c0d71,,1
c52c5597ea5366f7e03f7863a21470ffe8bb6d97,,1
f19bba08f06bc1321bf4df9ad246fcb464a389f2,,1
c581f866d2950f7eed16d45447b8caa1312ba47f,,1
82b5a01fa6e120beafc3e0b6caef7e3acc6806b5,,1
8e41bdf4676eb738de533a0d8beefd94bbc9980f,,1
9181130beebf7de4a4d6c8003750d6685e48fd5e,,1
19aaa9803699ce336b7c73fe338abc1dcf825f7e,,1
1bf7b811daf1518bd227a05c36501236cf12d6f2,,1
55075cdc37f0f6f4a73d72c4e003f4e23ec2fb0c,,1
5fb66b90b0bf72f40c7ca2be1c3451fe4a78a029,price,3
a5bcf6619615d3b072d75dea5bdda39ca64406d1,building_status,2
dd8b2ef6e157772f13df83359c38b12c65246bfc,,1
2d2daa123a3a0c6f44dbf8310f4bd92ec42b1d40,,1
86ef67d84d61a727e31b14dc8bf76b3cb88882d7,,1
0b135df069fcdb0fa8e9e0c318c308c66f64c22a,,1
604ab4b4166f9d3986d684adf62a20ae4f102a5a,,1
205b7d47eef94c81009a2738f30f382d2357b73b,price,2
6bfe6b157a894cf0b118d10d534f55df5e9e11f0,room_number,2
9d9a94081f0ab19adecd7a9031252c6c509f772d,,1
775949bf4d6d1f892fb2630e99bf9cdc335510e1,,1
479e210619b1bc83848c59c2cfa08a376a5ab613,"price,room_number,building_status",3
dfc86818845e43ca1db7f548009d5f37741658bc,room_number,2
398a12a6c3032d2780cdd604f8ee5bc29b9fcdc5,,1
9135f4d8e5aedeebe4b84a71da9fe457bac84fe6,,1
27c405bcc20de3589a88f6197cda10e8e8fb8582,,1
0044ccbe34ebca0b3a1e316b09d02ddab27103a4,,1
a8022502c0304bb5bf009f6664fca14e79ffdd46,,1
b4ad768e313e9b256f7596ebf3f23de0bf21be3b,,1
5c561dadc107c78fa08886e7ad8cc2c101c0c88a,,1
23c87ddcba87a80117bd3656f77713d05cbd82f9,,1
2358af72ff573d0e3c442f1153b80258aeb235ff,,1
b97bbc1d4d4b0704084ce299e28e83552bddc75b,,1
6fcc88921c68ce712b4ea5789ec6d705370be49e,,1
22e403ecefb0903c256d67990dce8bc4674de21a,,1
c58f94a737b1bd6601a7a5c20657315e51db10ac,,1
c9f46bc00c8b0844f95dfda0338a849700b48705,,1
14a72260dcd3ff5a9113badcdbe3b2afe08a502e,,1
05b850695554dc2316fd7cd6d79cf6c12fb2efae,,1
fec9bff81646f9f33ac0956b4c4bd33a7cd7616e,,1
a880a9695d177c6a2207156bcc38531fbeb56a12,,1
94d9f28c42d9a400b8b1d580b5a109b9ba1e5f6f,,1
a45ea45b194e0ea44819563c95762405a03d7344,building_status,2
2f9cc856d1aa819f19b3a085cd3d898a4accd136,,2
5b9d790a34195544dab482f50d863c067a2dffd2,,1
99ccb324a01765c1f557cd5bc57f4d327e4451d9,,1
9e28bbe3f4fb94ef3733830619ee46ac9beef69b,,1
9f54ccec44ea51f50e9f7e3732b0d4764ecd38e2,,1
