source,transaction,property_id,link,property_name,description,address_street,address_town,address_zrea,room_number,floor_area,building_status,year_of_construction,year_of_top,floor,energ_cert,price,price_area,photo_url_1,photo_url_2,photo_url_3
nehnutelnosti_sk,predaj,JuiE8PkhLXY,https://www.nehnutelnosti.sk/detail/JuiE8PkhLXY/jedinecna-ponuka-krasny-3-izbovy-byt-v-centre-na-halenarskej-ul-v-trnavel-o-vymere-95-m2l-vhodny-aj-na-airbnb,"JEDINEČNÁ PONUKA!!! Krásny 3-izbový byt v centre na Halenárskej ul. v Trnave, o výmere 95 m2, vhodný aj na Airbnb","JEDINEČNÁ PONUKA!!! Krásny 3-izbový byt v centre na Halenárskej ul. v Trnave, o výmere 95 m2, vhodný aj na Airbnb",Halenárska,Trnava,okres Trnava,3,95,Novostavba,2021,2022,2/2,nie je,249900,2631,https://img.nehnutelnosti.sk/foto/Zml0LWluLzE1NjB4NDAwMC9maWx0ZXJzOnF1YWxpdHkoODApOmZvcm1hdCh3ZWJwKTp3YXRlcm1hcmsocHVzL19HYmVYaE80V19mc3MsLTI1LC0yNSw3MCwyMCwyMCkvanVs/oWgMv1b7l_fss?st=42DkZC5hZIPIycyv_F7D2UdbwST8tfkb5O0L5VY3Wl4&ts=1753736390&e=0,https://img.nehnutelnosti.sk/foto/Zml0LWluLzc4MHgyMDAwL2ZpbHRlcnM6cXVhbGl0eSg4MCk6Zm9ybWF0KHdlYnApOndhdGVybWFyayhwdXMvX0diZVhoTzRXX2ZzcywtMjUsLTI1LDcwLDIwLDIwKS9qdWw=/ynWqZEPIK_fss?st=WX27srXRsy3bA2mnt6FyOpDdIFV2I_Sq9Gyo4O2XHPc&ts=1753736430&e=0,https://img.nehnutelnosti.sk/foto/Zml0LWluLzc4MHgyMDAwL2ZpbHRlcnM6cXVhbGl0eSg4MCk6Zm9ybWF0KHdlYnApOndhdGVybWFyayhwdXMvX0diZVhoTzRXX2ZzcywtMjUsLTI1LDcwLDIwLDIwKS9qdWw=/nJR-Q-yvw_fss?st=ntQLKoYU_z4Dt0FB5gfmjtcbZJZQzJq49B3JgpLg4yM&ts=1753736433&e=0
nehnutelnosti_sk,predaj,JuOmT5EeemK,https://www.nehnutelnosti.sk/detail/JuOmT5EeemK/velky-2-izbovy-byt-na-predaj-v-trnave--len-5-minut-peso-od-centra-,Veľký 2-izbový byt na predaj v Trnave – len 5 minút pešo od centra,Veľký 2-izbový byt na predaj v Trnave – len 5 minút pešo od centra,Ulica Jána Sambucusa,Trnava,okres Trnava,2,77,Novostavba,1955,,2/3,nie je,175000,2260,https://img.nehnutelnosti.sk/foto/Zml0LWluLzE1NjB4NDAwMC9maWx0ZXJzOnF1YWxpdHkoODApOmZvcm1hdCh3ZWJwKS9qdWw=/MjELqL9CD_fss?st=Sx9tCI86FTjSX-UZbZtb08wqjJkg0ZZnfYMZR2f-1fo&ts=1757019347&e=0,https://img.nehnutelnosti.sk/foto/Zml0LWluLzc4MHgyMDAwL2ZpbHRlcnM6cXVhbGl0eSg4MCk6Zm9ybWF0KHdlYnApL2p1bA==/MiomJvJfX_fss?st=zY_5ah3KCU_nxNCYhtnSGj12mAX_kvIWK1sWx3gBYRM&ts=1757019351&e=0,https://img.nehnutelnosti.sk/foto/Zml0LWluLzc4MHgyMDAwL2ZpbHRlcnM6cXVhbGl0eSg4MCk6Zm9ybWF0KHdlYnApL2p1bA==/zEGCQ70KI_fss?st=qTxFGitJyp_Jy77PDzfBugUlW5reBZ-pzrTxRHvo7p0&ts=1757019353&e=0
nehnutelnosti_sk,predaj,Ju0xkpKjO9g,https://www.nehnutelnosti.sk/detail/Ju0xkpKjO9g/zrekonstruovany-3izbak-s-vyhladom-do-korun-stromov,Zrekonštruovaný 3izbák s výhľadom do korún stromov,Zrekonštruovaný 3izbák s výhľadom do korún stromov,Na Hlinách,Trnava,okres Trnava,3,,,,,,,185000,2937,https://img.nehnutelnosti.sk/foto/Zml0LWluLzE1NjB4NDAwMC9maWx0ZXJzOnF1YWxpdHkoODApOmZvcm1hdCh3ZWJwKS9uZWg=/OqACS8h3m_fss?st=v7XfaCgJTFN2gzHTYr25uHl9LokIPSNIsmSu5ip3Xhw&ts=1761897805&e=0,https://img.nehnutelnosti.sk/foto/Zml0LWluLzc4MHgyMDAwL2ZpbHRlcnM6cXVhbGl0eSg4MCk6Zm9ybWF0KHdlYnApL25laA==/6FjtUhY09F_fss?st=OmNCP1WmuJHq9RgsjUXCeIT1XAZqEXvK_UJxUX_Breo&ts=1761850971&e=0,https://img.nehnutelnosti.sk/foto/Zml0LWluLzc4MHgyMDAwL2ZpbHRlcnM6cXVhbGl0eSg4MCk6Zm9ybWF0KHdlYnApL25laA==/cTXBh27S__fss?st=lAAxiU8wXNVuwjDw0pOWm8WjWl7xlQS5wgm4n85iXxc&ts=1762109641&e=0
nehnutelnosti_sk,predaj,JuvDMBjmfMx,https://www.nehnutelnosti.sk/detail/JuvDMBjmfMx/3-izbovy-byt-s-loggioul-stare-mesto-kosicel-70-ml-lomena-ulica,"3-izbový byt s loggiou, Staré mesto-Košice, 70 m², Lomená ulica","3-izbový byt s loggiou, Staré mesto-Košice, 70 m², Lomená ulica",Lomená,Staré Mesto,okres Košice I,3,70,,1970,,3/5,B,209990,3000,https://img.nehnutelnosti.sk/foto/Zml0LWluLzE1NjB4NDAwMC9maWx0ZXJzOnF1YWxpdHkoODApOmZvcm1hdCh3ZWJwKTp3YXRlcm1hcmsocHVzL0dhZ203YlJHZF9mc3MsY2VudGVyLGNlbnRlciwxMCwyMCwyMCkvanVs/e7dhb01Rr_fss?st=VbI_P5uVFHxkuVHgDXGZj-bdtxLespC_HcOGkbvHSBE&ts=1762252981&e=0,https://img.nehnutelnosti.sk/foto/Zml0LWluLzc4MHgyMDAwL2ZpbHRlcnM6cXVhbGl0eSg4MCk6Zm9ybWF0KHdlYnApOndhdGVybWFyayhwdXMvR2FnbTdiUkdkX2ZzcyxjZW50ZXIsY2VudGVyLDEwLDIwLDIwKS9qdWw=/tK_rf277q_fss?st=Qo35f-j_0Lb0VG8ve94qIhQTKCwM3bKlnKypemW7trw&ts=1762252989&e=0,https://img.nehnutelnosti.sk/foto/Zml0LWluLzc4MHgyMDAwL2ZpbHRlcnM6cXVhbGl0eSg4MCk6Zm9ybWF0KHdlYnApOndhdGVybWFyayhwdXMvR2FnbTdiUkdkX2ZzcyxjZW50ZXIsY2VudGVyLDEwLDIwLDIwKS9qdWw=/i1I_odOdY_fss?st=-LNdj-1vG2yF1B5vSzHPl-M0sYUvAfzdNH2s_-g_Lek&ts=1762252990&e=0
nehnutelnosti_sk,predaj,JuF764ZKqIU,https://www.nehnutelnosti.sk/detail/JuF764ZKqIU/1kk-byt-v-ziadanom-developerskom-projekte-watsonova-v-kosiciach,1+kk byt v žiadanom developerskom projekte Watsonova v Košiciach,1+kk byt v žiadanom developerskom projekte Watsonova v Košiciach,Košice,Sever,okres Košice I,1,34,Novostavba,2027,,7/8 + výťah,V príprave,148000,4385,https://img.nehnutelnosti.sk/foto/Zml0LWluLzE1NjB4NDAwMC9maWx0ZXJzOnF1YWxpdHkoODApOmZvcm1hdCh3ZWJwKS9qdWw=/b_m2XK2pP_fss?st=DReM4JDpJrK3_Ze6FvIK65q7wpn0qM_3O2lhFzgdxco&ts=1755882503&e=0,https://img.nehnutelnosti.sk/foto/Zml0LWluLzc4MHgyMDAwL2ZpbHRlcnM6cXVhbGl0eSg4MCk6Zm9ybWF0KHdlYnApL2p1bA==/oSbxfM-Bq_fss?st=YkWflJcdxIX0w0at3P4vpLIoJQe1kpQlVmO0N4oslxA&ts=1755882504&e=0,https://img.nehnutelnosti.sk/foto/Zml0LWluLzc4MHgyMDAwL2ZpbHRlcnM6cXVhbGl0eSg4MCk6Zm9ybWF0KHdlYnApL2p1bA==/DORF_v3FD_fss?st=F2d2da4Bb9NFDByb6koifIEFq8In-H3Eb4htIrWTDlc&ts=1755882505&e=0
nehnutelnosti_sk,predaj,Juk-AGzq_aa,https://www.nehnutelnosti.sk/detail/Juk-AGzq_aa/3-izb-byt---tatranska-ul---po-kompletnej-rekonstrukcii-v-tehlovom-bytovom-dome,3 izb. byt - Tatranská ul. - po kompletnej rekonštrukcii v tehlovom bytovom dome,3 izb. byt - Tatranská ul. - po kompletnej rekonštrukcii v tehlovom bytovom dome,Tatranská,Staré Mesto,okres Košice I,3,68,Novostavba,1977,,4/8 + výťah,nie je,264990,3897,https://img.nehnutelnosti.sk/foto/Zml0LWluLzE1NjB4NDAwMC9maWx0ZXJzOnF1YWxpdHkoODApOmZvcm1hdCh3ZWJwKS9qdWw=/LDuTF6LGD_fss?st=SAjJ5rqvrXcHJwXucXrIMignUd_eTRsejuIwJaSCGzo&ts=1760455614&e=0,https://img.nehnutelnosti.sk/foto/Zml0LWluLzc4MHgyMDAwL2ZpbHRlcnM6cXVhbGl0eSg4MCk6Zm9ybWF0KHdlYnApL2p1bA==/C-WHotx1q_fss?st=RBu0wMzrf3vynafCJ-XwuE_MpjYsie62PWoDitmccis&ts=1760455621&e=0,https://img.nehnutelnosti.sk/foto/Zml0LWluLzc4MHgyMDAwL2ZpbHRlcnM6cXVhbGl0eSg4MCk6Zm9ybWF0KHdlYnApL2p1bA==/jCUcAFzp1_fss?st=Ws6AjEHng8OPZPw4_zSfEb30igUkXF4iqw-7RcbT4Jo&ts=1760455622&e=0
